rh.aparc.curvind	rh_bankssts_curvind	rh_caudalanteriorcingulate_curvind	rh_caudalmiddlefrontal_curvind	rh_cuneus_curvind	rh_entorhinal_curvind	rh_fusiform_curvind	rh_inferiorparietal_curvind	rh_inferiortemporal_curvind	rh_isthmuscingulate_curvind	rh_lateraloccipital_curvind	rh_lateralorbitofrontal_curvind	rh_lingual_curvind	rh_medialorbitofrontal_curvind	rh_middletemporal_curvind	rh_parahippocampal_curvind	rh_paracentral_curvind	rh_parsopercularis_curvind	rh_parsorbitalis_curvind	rh_parstriangularis_curvind	rh_pericalcarine_curvind	rh_postcentral_curvind	rh_posteriorcingulate_curvind	rh_precentral_curvind	rh_precuneus_curvind	rh_rostralanteriorcingulate_curvind	rh_rostralmiddlefrontal_curvind	rh_superiorfrontal_curvind	rh_superiorparietal_curvind	rh_superiortemporal_curvind	rh_supramarginal_curvind	rh_frontalpole_curvind	rh_temporalpole_curvind	rh_transversetemporal_curvind	rh_insula_curvind	BrainSegVolNotVent	eTIV
068_S_0473.nii	0.8	0.5	3.8	3.9	0.7	5.6	7.2	8.3	2.1	12.5	6.7	7.7	4.0	6.7	0.5	2.3	3.3	1.4	2.0	2.9	5.5	2.1	7.0	6.3	0.5	13.8	13.5	6.3	4.4	5.0	1.2	1.2	0.3	4.5	1146590.0	1651959.89018
073_S_0746.nii	1.2	0.9	3.3	3.1	0.6	5.6	8.6	5.3	1.9	8.8	5.4	5.6	3.3	5.2	0.8	1.7	1.9	1.5	2.6	2.0	5.8	1.3	7.8	6.3	1.0	10.9	14.0	8.3	4.8	7.2	0.8	1.0	1.3	5.8	1028076.0	1557171.13882
007_S_0698.nii	0.8	0.6	3.5	3.4	0.6	4.2	7.3	6.1	1.1	8.0	5.6	5.9	2.8	5.2	0.5	2.6	1.3	1.5	2.8	2.9	5.3	0.9	7.9	7.5	1.8	8.8	11.5	8.2	5.3	7.4	0.7	1.1	0.4	4.3	1073554.0	1637481.09465
041_S_0407.nii	1.3	1.1	4.4	4.0	1.1	5.2	7.8	8.7	2.4	10.2	5.5	7.9	4.2	6.0	1.6	2.6	1.8	2.3	3.0	3.5	5.2	2.8	7.1	6.7	1.0	15.7	13.4	8.0	5.3	5.6	1.1	1.6	0.6	4.1	963582.0	1590406.96712
057_S_0839.nii	0.6	1.0	3.4	3.1	1.1	4.7	8.5	6.2	1.4	8.7	4.8	6.1	3.4	4.3	0.8	2.2	2.3	1.4	1.9	1.7	5.7	2.0	8.7	6.5	1.1	9.2	11.1	7.0	3.8	4.4	0.6	2.0	0.4	4.9	819454.0	1232024.35841
018_S_0406.nii	1.3	1.6	4.5	3.1	0.5	6.2	8.4	5.8	1.1	8.7	5.5	6.2	2.5	4.9	0.6	2.6	2.7	2.1	3.3	2.3	5.3	1.6	8.5	7.8	1.3	10.6	17.9	8.8	5.5	7.1	0.9	1.5	0.4	5.5	925667.0	1482252.6369
005_S_0222.nii	0.7	1.2	4.7	3.5	0.7	5.1	8.6	3.9	1.4	10.2	5.2	5.8	4.2	5.0	0.5	2.2	3.2	2.1	2.9	2.9	5.6	2.3	7.6	6.8	1.5	11.7	13.0	9.6	4.7	5.0	0.8	1.5	0.5	4.3	962192.0	1522828.36497
114_S_1118.nii	1.3	1.3	4.3	3.9	0.5	4.6	9.3	6.7	1.2	11.3	5.6	5.1	4.1	5.4	0.9	2.1	3.0	2.0	2.7	2.8	7.2	2.6	10.2	7.3	1.6	13.9	16.3	10.4	5.7	7.2	1.3	0.8	0.5	7.4	977572.0	1563047.79362
018_S_0142.nii	0.7	0.7	3.2	4.2	0.5	5.8	8.9	5.5	2.4	9.3	4.8	7.1	3.3	6.8	0.8	1.9	2.2	1.7	2.2	2.8	5.9	2.0	8.1	9.0	1.0	9.9	14.2	7.2	3.9	5.5	0.8	0.7	0.7	4.0	1004337.0	1539025.21104
012_S_0932.nii	0.6	0.7	3.1	3.6	0.5	5.7	8.2	7.2	2.1	10.5	5.2	5.7	2.7	6.0	0.6	2.3	2.2	1.3	2.4	2.2	5.1	2.5	7.2	7.6	0.6	11.2	11.8	8.8	4.3	5.7	1.1	0.7	0.6	5.2	1099088.0	1697873.95347
136_S_0184.nii	1.0	0.7	4.0	3.3	0.6	3.6	8.0	6.1	1.8	9.5	6.9	7.1	4.5	4.6	0.5	3.2	3.0	3.1	3.7	2.5	5.3	2.7	10.1	5.5	1.3	13.6	20.1	6.8	4.4	4.8	1.3	1.3	0.5	7.7	912103.0	1283053.34193
002_S_0782.nii	0.6	1.6	2.9	3.9	0.5	4.7	7.4	3.9	1.4	10.8	6.8	7.9	4.7	4.9	0.4	2.1	2.7	1.7	2.8	4.6	4.6	1.7	6.6	7.4	1.4	10.4	13.1	8.6	4.3	4.7	1.5	1.2	0.4	5.7	1015659.0	1704867.95708
037_S_1421.nii	1.0	0.6	3.1	3.2	0.5	7.3	8.8	6.5	1.3	11.9	6.2	7.0	3.5	7.8	0.6	2.3	1.9	1.8	2.3	2.5	5.5	1.6	10.3	6.9	1.3	10.2	12.6	8.6	4.9	5.0	0.5	1.2	0.4	5.4	921841.0	1353925.09641
128_S_0770.nii	1.4	1.1	2.4	3.0	0.8	5.6	10.7	5.8	1.2	9.9	7.0	7.3	2.6	6.2	0.4	2.0	2.2	1.5	2.8	2.8	4.9	2.1	13.1	4.9	1.8	9.2	14.3	7.6	4.2	5.2	0.7	1.3	0.3	7.8	968055.0	1516656.32414
123_S_0108.nii	1.3	1.2	4.2	3.5	0.4	5.4	13.8	6.6	2.0	11.2	7.8	7.5	3.1	5.5	0.3	2.3	3.0	2.2	3.4	1.7	7.1	1.6	10.3	7.3	1.7	16.0	19.1	9.1	6.1	8.4	1.4	0.9	0.7	6.1	1052155.0	1560072.28353
022_S_1351.nii	0.7	1.1	2.4	2.7	0.5	4.9	7.1	5.9	1.1	8.0	5.6	6.5	2.9	4.5	0.5	1.9	1.5	1.5	2.7	2.4	4.6	2.3	6.1	5.8	1.3	10.2	11.3	7.6	3.9	5.8	1.0	0.9	0.5	4.4	1029984.0	1518683.82913
011_S_0362.nii	1.0	0.5	3.1	4.6	1.2	6.4	7.5	6.3	1.4	13.7	5.8	8.2	4.0	6.3	0.6	2.7	1.9	2.2	2.3	4.8	6.8	1.7	10.7	7.1	0.9	11.0	11.5	8.8	6.3	6.3	0.9	2.1	0.5	4.5	905523.0	1359382.554
128_S_0947.nii	1.2	1.1	3.2	3.1	0.6	4.8	7.7	7.2	0.8	7.8	6.1	6.1	4.3	5.2	0.4	2.7	1.8	1.6	2.4	1.9	5.2	1.5	7.5	7.0	0.9	10.1	12.4	9.0	3.6	5.2	1.1	1.2	0.6	6.7	838788.0	1338705.79519
016_S_1028.nii	0.9	1.0	3.6	2.6	0.6	4.4	7.5	5.5	1.3	8.6	5.6	5.2	3.1	4.9	0.4	2.3	2.2	1.6	2.6	2.5	5.3	1.7	7.9	7.2	1.3	10.7	11.9	8.8	2.9	6.3	0.8	1.1	0.4	3.2	874077.0	1380882.00537
109_S_1014.nii	0.9	0.6	4.0	3.6	0.5	4.3	8.3	7.3	1.4	11.5	7.3	7.8	3.6	6.5	0.6	2.0	2.4	1.5	2.2	2.7	6.5	1.3	9.0	6.8	1.4	11.3	14.4	9.8	5.2	7.0	0.7	0.9	0.6	6.2	1002589.0	1587698.76248
141_S_0851.nii	0.9	0.7	4.9	3.6	0.6	5.3	8.3	8.2	1.9	11.4	4.3	6.3	3.4	5.1	0.5	2.6	2.1	1.6	1.5	2.7	7.5	2.4	9.6	7.5	0.6	10.8	19.0	8.9	5.2	7.1	1.0	1.0	0.4	5.9	1064719.0	1439075.32063
057_S_0934.nii	0.6	0.8	4.7	2.6	0.6	4.5	7.3	3.9	1.3	7.7	4.7	5.9	3.5	4.9	0.5	2.2	2.1	1.7	2.9	2.5	4.0	1.6	7.8	5.2	1.1	10.1	10.4	7.4	4.1	4.3	1.2	1.2	0.3	2.9	942693.0	1401892.28133
137_S_0841.nii	1.0	1.9	3.6	3.9	0.3	6.3	8.0	6.1	1.9	11.9	6.7	6.3	3.7	6.6	0.7	2.4	2.0	1.5	2.6	3.2	6.5	1.7	9.4	6.1	2.1	11.1	13.0	7.5	5.0	6.7	0.6	0.9	0.6	7.7	940464.0	1325623.02738
036_S_0813.nii	0.9	0.9	3.8	3.3	0.9	3.9	8.7	6.9	2.1	11.7	7.7	10.2	2.6	6.4	0.5	2.2	2.2	1.6	4.0	3.0	6.7	1.8	8.4	6.8	1.4	12.3	9.9	9.5	4.7	6.3	1.1	0.9	0.5	4.6	1082340.0	1656437.03214
100_S_1154.nii	1.3	1.7	4.8	3.8	0.6	4.3	7.4	4.6	1.7	11.8	5.6	8.2	4.5	4.2	0.4	2.7	1.7	2.4	2.9	2.1	6.2	2.2	8.8	7.7	1.5	13.4	14.1	8.7	3.7	7.0	0.7	1.1	0.6	2.9	1095501.0	1788293.44134
082_S_0761.nii	0.8	1.6	4.9	3.7	1.3	6.1	9.0	5.9	1.7	12.9	6.9	8.7	4.0	6.5	0.6	2.2	2.5	2.1	2.9	2.9	7.2	3.3	11.8	5.8	1.3	15.0	12.9	8.7	5.6	6.5	1.8	1.8	0.4	5.1	988612.0	1464119.27338
002_S_1268.nii	0.6	0.7	4.1	3.2	0.8	5.3	10.0	4.9	1.4	8.7	7.2	5.6	3.0	4.1	0.5	2.4	2.1	1.9	2.2	2.1	6.4	1.6	8.0	5.5	1.1	11.9	11.9	9.3	4.1	6.8	0.7	1.0	0.5	5.2	1044858.0	1629028.66902
032_S_0479.nii	1.1	0.7	4.5	3.3	0.4	4.3	9.1	5.7	1.7	10.7	6.1	6.2	3.2	6.1	0.4	2.3	2.2	1.5	2.5	2.8	7.3	1.8	10.8	6.4	1.1	13.7	11.9	7.7	4.8	4.4	0.7	1.1	0.4	4.8	1075199.0	1494053.78741
109_S_1192.nii	1.1	0.8	3.5	2.8	0.7	4.3	9.1	5.6	1.6	8.5	6.1	5.4	2.7	6.0	0.3	2.3	1.6	1.5	1.9	2.1	5.1	1.4	6.3	6.8	0.6	12.2	10.8	7.8	4.1	5.8	0.5	1.0	0.3	4.0	960212.0	1390730.3164
100_S_0743.nii	0.9	1.0	5.4	3.0	0.1	6.7	8.2	4.9	0.8	13.4	5.5	7.8	4.2	6.3	1.0	3.0	2.5	1.4	2.3	2.3	5.4	1.3	9.2	7.5	1.1	11.0	18.6	6.1	5.8	5.4	0.5	1.0	0.6	7.1	977182.0	1615575.58048
031_S_0568.nii	0.9	0.7	2.5	3.3	0.3	5.7	8.4	5.7	1.3	10.3	6.7	6.4	3.7	6.6	0.3	2.3	2.3	1.6	2.3	2.8	5.5	2.2	7.8	6.4	1.1	11.3	10.2	6.9	5.5	5.6	1.0	1.0	0.5	6.9	934991.0	1380623.48243
021_S_0424.nii	1.0	1.0	3.3	3.3	0.6	5.4	9.1	6.7	2.0	11.6	6.9	7.0	5.0	5.8	0.6	3.0	2.2	2.3	1.8	1.6	5.2	3.2	8.7	7.1	1.9	11.3	13.3	8.6	5.5	5.4	0.9	1.2	0.6	7.6	932985.0	1479274.64365
031_S_0830.nii	1.2	1.2	4.2	3.8	0.5	4.9	9.3	5.2	1.6	10.3	7.8	11.1	4.3	6.4	0.4	1.5	1.8	2.5	2.0	4.2	5.1	1.6	7.2	7.4	0.8	12.2	11.2	8.3	5.1	5.9	1.3	1.5	0.4	6.3	1032582.0	1506820.76037
141_S_1094.nii	1.3	1.8	4.4	4.3	0.3	7.4	8.7	5.8	2.2	12.3	6.2	6.6	3.6	7.6	0.5	3.5	2.9	1.7	3.4	3.2	5.4	2.4	11.7	8.7	0.8	17.0	14.3	8.7	6.2	6.2	1.4	1.0	0.5	4.1	1159236.0	1815389.60318
041_S_0125.nii	1.5	2.0	4.0	6.0	1.9	8.3	14.0	10.2	2.1	15.6	7.2	9.0	4.8	7.3	0.7	4.0	2.1	2.2	5.4	4.3	7.2	3.4	14.3	8.5	1.3	15.5	16.5	10.9	9.6	9.8	1.2	1.5	0.8	6.1	1227348.0	1886414.72485
031_S_0821.nii	1.3	1.0	3.1	3.5	0.7	5.5	11.1	5.8	2.1	10.8	7.4	7.3	4.1	4.8	0.7	2.4	2.0	3.4	2.8	4.5	5.2	2.8	8.9	7.5	1.2	15.1	12.6	8.4	5.5	6.0	1.5	2.5	0.6	7.0	997685.0	1513441.9134
013_S_0575.nii	0.7	0.7	2.6	3.4	0.6	4.6	7.9	6.0	2.5	11.2	5.5	4.8	3.4	6.3	0.6	2.8	2.0	2.5	2.8	1.4	7.3	2.1	8.1	7.0	0.9	13.0	15.1	8.4	5.6	4.8	1.8	0.9	0.4	5.6	883555.0	1578547.68804
036_S_0945.nii	1.4	0.8	4.1	3.5	1.0	6.0	10.3	7.4	1.7	11.5	5.7	7.3	3.7	6.1	0.7	3.0	2.3	1.6	2.9	3.3	7.4	2.3	9.0	5.7	1.2	13.3	14.5	6.8	6.1	6.8	1.0	1.3	0.5	6.7	1185639.0	1795412.40541
941_S_1202.nii	1.3	0.5	5.4	3.1	0.4	5.2	12.1	6.7	2.3	12.9	6.4	7.8	4.7	7.7	0.4	3.1	2.1	2.8	2.6	2.2	6.7	3.0	8.4	7.8	1.4	21.4	14.9	11.2	5.3	6.8	0.9	1.0	0.7	4.7	1083325.0	1717074.48858
027_S_0179.nii	0.6	1.3	6.1	4.2	1.1	6.5	7.8	7.7	1.8	12.6	9.0	8.1	5.2	6.1	0.9	3.7	2.8	2.4	2.6	4.1	7.3	3.4	14.3	7.7	1.7	18.0	20.8	7.8	7.0	5.6	1.5	1.6	0.7	6.1	1151316.0	1687108.79302
029_S_1318.nii	0.9	0.5	3.1	2.7	0.4	4.0	7.2	4.7	0.8	8.4	6.4	5.3	3.7	4.2	0.4	3.0	2.1	2.8	3.0	2.2	5.7	2.8	8.8	7.1	0.6	12.6	12.7	8.8	3.7	5.8	1.0	0.8	0.3	5.0	931501.0	1506048.80031
131_S_0441.nii	0.8	1.4	6.1	3.0	1.4	6.6	8.9	10.7	1.8	13.3	8.3	6.7	5.0	7.3	0.8	2.8	2.6	3.1	4.4	2.1	7.2	2.4	9.2	6.5	1.0	18.1	18.9	8.2	6.5	8.4	1.7	1.4	0.6	7.3	985954.0	1447927.62412
012_S_1033.nii	0.7	0.5	3.0	3.0	0.5	3.9	5.1	4.8	1.2	8.2	4.0	6.1	2.2	6.0	0.3	2.7	1.9	1.4	1.5	2.1	4.8	2.0	7.5	4.7	1.2	9.1	14.9	6.7	3.9	5.0	0.6	0.7	0.4	4.6	964713.0	1491280.49677
067_S_0056.nii	1.0	0.5	2.0	2.8	0.7	3.9	7.1	4.4	1.0	8.3	4.9	4.5	2.3	3.4	0.5	2.0	1.4	1.9	2.3	2.3	5.0	1.7	6.5	6.9	0.9	8.3	10.8	8.1	4.4	3.8	0.6	1.0	0.3	3.4	953096.0	1340297.1683
027_S_0120.nii	1.0	1.3	2.7	3.3	0.4	6.4	9.5	6.7	1.1	9.9	6.3	7.2	3.2	5.8	0.6	3.6	1.5	1.6	2.6	2.9	7.9	2.4	8.7	7.7	1.1	11.8	15.1	8.1	4.3	6.7	0.7	0.9	0.5	3.7	1149740.0	1575628.52965
023_S_0855.nii	0.9	1.1	4.7	4.4	0.7	4.5	8.9	7.5	2.4	8.0	4.7	4.9	4.0	6.9	0.4	3.6	2.2	1.4	2.2	2.2	7.6	2.1	9.9	6.7	1.0	12.2	14.6	9.5	4.1	5.9	0.9	1.2	0.6	6.9	1104360.0	1663258.35764
116_S_1271.nii	0.8	0.8	2.7	3.4	0.6	6.2	7.4	5.5	1.3	9.8	5.6	6.2	3.8	5.5	0.6	2.2	2.6	1.9	3.3	2.6	6.2	1.4	8.0	6.6	0.9	10.3	14.6	7.8	5.1	5.1	0.8	1.3	0.5	4.7	881733.0	1539788.11965
062_S_0690.nii	0.7	1.2	4.5	2.7	0.7	5.7	9.2	6.4	1.9	9.1	6.7	7.6	4.5	6.7	0.5	2.2	1.9	2.3	4.5	3.0	6.7	2.0	8.8	6.5	1.9	11.0	14.8	7.6	4.8	6.7	0.9	1.0	0.6	4.1	1054471.0	1566380.96886
007_S_0041.nii	0.8	1.2	3.1	2.9	0.7	5.4	7.8	5.5	1.6	8.1	4.6	5.7	5.0	5.3	0.5	2.2	1.5	1.4	2.0	2.8	5.6	2.7	6.3	5.3	0.9	9.1	9.2	7.4	5.8	7.2	1.0	1.5	0.4	3.4	1002722.0	1492701.50765
128_S_0611.nii	0.9	0.9	3.4	2.6	0.9	5.1	7.2	4.4	1.2	11.2	4.6	5.4	3.7	4.1	0.7	2.5	2.1	1.5	2.6	2.3	5.4	2.3	8.1	6.2	0.6	10.8	12.1	7.6	4.6	7.8	1.3	1.0	0.5	4.9	909001.0	1510455.78732
099_S_0958.nii	1.7	1.5	4.3	4.2	0.9	6.0	8.8	4.9	1.9	10.9	5.4	7.1	4.3	7.5	0.7	3.8	2.0	1.7	1.9	4.8	6.2	2.2	11.6	7.1	1.4	13.2	15.2	8.3	4.2	6.4	0.9	1.7	0.4	7.5	1132849.0	1811088.55687
011_S_1080.nii	0.8	1.5	2.3	4.1	0.7	6.3	9.2	7.1	1.6	10.2	6.8	6.2	2.9	5.2	0.5	1.9	1.9	2.2	2.7	2.2	5.1	2.4	8.9	5.0	1.0	13.3	12.8	6.6	5.3	5.5	1.1	1.6	0.3	4.3	976737.0	1627137.09462
029_S_1215.nii	0.6	1.0	3.5	4.3	0.7	6.7	8.6	6.2	0.9	14.4	6.2	5.9	3.4	5.6	0.6	4.8	3.2	2.0	2.7	3.0	7.5	2.7	8.5	8.5	1.4	15.1	16.2	11.1	4.2	6.3	0.6	0.9	0.4	4.4	1113277.0	1729517.10869
099_S_0040.nii	1.2	0.7	4.5	3.5	0.5	5.8	8.2	5.4	1.5	13.1	6.3	6.4	3.2	6.4	0.4	3.3	2.4	2.2	3.0	3.3	6.7	2.8	8.7	8.2	0.9	13.6	13.0	9.8	5.0	6.2	1.3	1.5	0.5	6.0	1032148.0	1621520.01104
027_S_1045.nii	1.0	0.8	4.5	2.4	1.0	4.3	7.6	8.3	1.0	9.4	7.9	7.2	2.9	5.0	0.9	1.9	1.7	1.9	2.5	3.7	4.8	2.0	6.8	5.5	1.5	9.6	13.4	6.0	5.9	5.2	0.9	0.8	0.3	7.2	968824.0	1489076.56595
137_S_0686.nii	1.1	0.7	2.7	3.7	0.7	7.0	10.2	6.8	1.9	14.0	5.1	7.2	3.3	6.9	0.7	2.8	2.0	2.2	3.0	3.3	5.8	2.5	10.7	7.8	1.0	14.7	14.6	10.1	5.0	5.5	1.0	1.5	0.3	6.5	1224941.0	1819981.0691
022_S_0219.nii	1.0	1.2	5.1	5.0	1.2	4.9	9.3	5.8	1.9	12.9	6.9	7.5	4.4	5.0	0.9	2.0	2.1	1.7	3.6	4.0	5.4	1.8	10.4	7.1	1.1	11.8	18.4	8.7	4.6	5.2	1.2	1.5	0.7	3.6	911758.0	1424823.73572
022_S_0130.nii	1.3	1.3	3.4	3.5	0.8	5.2	11.4	5.6	1.8	11.6	5.2	6.6	2.8	6.7	0.6	3.1	2.3	1.5	3.3	2.2	8.6	2.5	10.3	6.2	1.3	12.1	13.1	7.7	6.3	7.7	1.0	0.9	0.5	5.0	1281281.0	1828482.47719
062_S_1294.nii	1.2	1.4	3.7	3.4	0.6	5.2	9.6	6.7	1.6	12.2	7.1	7.4	5.3	6.5	0.8	2.3	2.2	2.5	3.4	2.3	5.5	3.2	8.9	6.1	1.7	11.7	12.0	7.7	4.3	6.3	1.0	1.4	0.3	4.7	1010317.0	1513140.76607
126_S_0865.nii	0.3	1.9	4.2	3.7	0.8	5.0	8.1	7.0	1.6	12.1	5.6	7.2	3.7	6.0	0.7	4.2	2.1	1.9	3.2	2.9	5.9	2.0	9.3	7.7	1.3	12.7	14.6	9.5	3.8	4.9	0.7	0.9	0.4	6.9	1231718.0	1940085.11122
068_S_0127.nii	0.9	1.7	3.1	2.7	0.8	4.1	11.1	7.1	2.1	8.1	4.6	4.7	4.0	5.5	0.6	2.8	2.1	1.6	1.7	2.3	5.0	1.9	8.6	8.6	1.1	13.5	16.3	7.2	5.5	5.6	0.9	0.8	0.4	4.2	971143.0	1489076.70164
128_S_0608.nii	0.9	1.3	4.4	3.6	0.5	4.3	7.7	5.5	1.4	11.5	5.4	5.8	2.7	6.9	0.8	2.8	2.4	1.4	2.5	2.3	6.6	2.2	8.5	6.3	1.4	13.3	11.0	9.5	5.7	6.2	0.6	0.7	0.4	4.9	990573.0	1576484.58871
011_S_0053.nii	0.8	1.1	2.4	3.2	0.7	5.1	6.7	5.8	1.6	10.8	5.2	5.9	3.1	4.2	0.7	2.4	2.1	1.4	2.0	2.7	4.3	1.9	6.9	5.8	1.2	10.6	12.0	7.5	3.5	4.9	0.7	0.8	0.3	2.9	1068208.0	1780008.40193
053_S_0919.nii	1.1	1.0	3.0	3.0	0.6	4.7	7.2	6.0	1.3	10.1	6.0	5.8	3.7	6.1	0.5	1.9	1.5	1.9	2.2	2.1	5.7	1.7	7.5	5.7	1.3	9.4	11.7	7.2	4.8	5.4	0.5	1.3	0.5	5.9	1215957.0	1784940.08545
010_S_0419.nii	1.2	0.6	4.5	3.1	0.6	12.1	10.3	10.6	2.5	12.1	6.0	6.5	3.6	5.6	0.6	2.8	2.1	1.3	2.3	2.5	6.6	2.4	9.0	8.0	1.6	12.7	13.5	7.9	5.7	6.3	1.1	1.8	0.7	8.1	1137208.0	1639902.68663
041_S_0679.nii	1.0	0.6	2.6	3.3	0.6	5.5	7.3	5.6	1.2	10.7	6.1	5.9	2.8	6.0	0.5	2.1	1.4	1.6	2.4	3.7	5.2	1.9	6.6	4.4	1.0	12.2	12.2	6.5	5.0	4.8	1.0	0.8	0.3	4.9	1185970.0	1644547.94286
024_S_1171.nii	0.8	0.9	3.3	3.1	0.6	5.2	6.5	6.0	1.5	9.5	5.0	7.2	4.1	7.4	0.7	2.2	1.9	2.0	2.0	3.7	6.4	1.8	9.0	6.9	1.2	12.0	11.4	8.0	4.8	5.0	0.7	1.2	0.4	5.4	1162281.0	1806336.91727
100_S_0069.nii	1.1	0.8	4.6	3.7	1.5	6.3	6.8	5.2	1.5	10.5	5.8	6.7	4.2	5.0	0.8	2.3	2.6	1.1	1.7	3.0	5.4	1.8	7.9	6.9	1.1	10.5	15.3	7.9	4.1	6.7	1.0	0.9	0.5	5.5	1202185.0	1707653.34613
018_S_0682.nii	0.6	1.3	2.9	2.4	0.6	4.4	5.0	4.1	1.2	7.0	5.3	5.1	2.7	3.3	0.4	2.3	2.4	1.7	2.8	2.1	4.2	1.3	6.7	4.5	1.2	9.9	9.6	6.4	2.7	4.9	1.2	0.8	0.2	3.7	939893.0	1411147.58108
036_S_0869.nii	0.8	1.1	3.0	2.8	1.9	3.4	9.0	5.9	2.0	10.9	4.6	4.9	3.1	4.0	0.4	2.5	1.7	1.7	1.7	2.3	5.6	1.4	8.2	5.2	1.1	9.6	12.2	7.6	5.5	5.7	1.4	1.5	0.6	4.2	855970.0	1326334.84089
057_S_1217.nii	0.7	0.7	3.5	3.6	0.6	4.8	8.4	6.0	1.3	8.4	4.1	5.6	2.7	4.8	0.4	2.0	1.9	1.2	1.8	3.1	5.8	1.9	7.7	5.5	1.1	9.1	12.2	9.2	5.0	6.3	0.7	0.7	0.4	4.3	1051100.0	1672320.67584
067_S_0284.nii	0.9	0.6	1.8	3.1	1.3	6.2	10.1	7.1	1.2	11.5	5.3	5.8	4.1	5.2	1.6	2.7	2.1	2.0	2.0	2.8	6.8	1.7	7.2	7.6	1.1	12.1	11.2	9.1	5.1	5.1	0.9	1.2	0.3	4.6	998279.0	1478323.99746
036_S_0673.nii	0.9	1.6	4.3	3.4	1.7	5.0	10.4	8.3	1.7	12.9	6.1	9.7	4.2	7.3	0.3	2.1	1.8	1.7	2.2	6.0	6.1	2.2	8.4	7.0	1.6	12.9	13.0	10.3	5.9	5.4	1.5	1.9	0.4	6.9	1038093.0	1566310.40691
033_S_1279.nii	0.8	1.3	2.5	2.9	0.4	3.7	8.3	4.2	1.0	8.4	4.4	7.5	2.6	5.0	0.5	2.1	1.5	1.1	1.7	2.6	5.9	1.9	8.4	5.6	1.0	10.5	10.0	6.7	3.2	5.4	0.8	0.8	0.4	5.2	1018601.0	1478147.75912
082_S_0363.nii	0.8	0.5	3.4	3.8	0.6	4.6	9.9	5.8	1.8	8.6	5.5	6.3	3.6	5.1	0.5	3.3	1.7	2.0	2.3	2.5	6.9	1.6	8.8	6.2	0.9	13.8	14.9	9.1	5.2	5.8	1.0	1.4	0.3	3.8	1051008.0	1642812.38702
032_S_0095.nii	1.0	0.6	2.5	3.9	0.4	4.6	7.6	6.5	1.4	12.6	4.3	5.8	2.6	6.2	0.4	1.9	1.7	1.6	1.8	2.7	5.9	1.6	8.4	5.9	1.2	11.6	13.1	7.9	4.5	5.6	0.9	0.7	0.5	4.6	1044773.0	1426237.85964
133_S_0629.nii	1.0	1.0	2.6	3.0	0.8	5.1	8.6	4.3	1.4	10.8	5.5	6.6	4.2	4.1	0.7	1.9	1.7	3.0	2.4	3.7	5.0	1.4	8.8	5.4	0.8	13.0	10.0	8.3	4.5	5.4	1.0	1.3	0.4	7.3	888803.0	1484402.15074
137_S_0631.nii	0.7	1.2	2.3	2.6	0.8	4.7	9.4	5.9	1.4	13.1	5.4	6.5	3.2	6.1	0.7	1.6	1.7	1.5	1.7	2.9	5.4	1.6	7.8	6.2	1.6	11.4	13.3	9.3	3.4	5.5	0.9	1.2	0.5	3.9	911696.0	1503475.35506
116_S_0648.nii	1.3	0.5	2.7	4.0	0.6	4.8	14.0	5.8	2.5	10.8	5.7	6.0	3.2	6.8	0.5	3.3	3.3	1.5	4.9	2.7	6.4	2.2	10.1	8.0	1.0	13.6	14.3	10.4	6.7	7.3	1.0	1.4	0.4	7.3	1211060.0	1631156.62191
099_S_0551.nii	0.9	0.6	2.5	4.7	1.2	4.5	7.2	5.6	1.6	10.6	5.4	6.5	3.1	4.8	0.5	2.4	1.5	1.5	2.4	2.9	7.6	1.8	7.7	6.7	1.0	10.3	11.8	7.8	3.8	4.6	0.9	1.0	0.6	4.1	1139187.0	1654795.77102
032_S_0718.nii	1.0	0.6	3.0	3.7	0.5	5.3	7.9	6.4	1.5	10.1	5.8	7.4	4.0	4.6	0.7	2.5	2.2	1.8	1.7	3.2	7.2	1.8	8.1	7.7	1.4	13.4	13.2	8.5	6.0	6.7	1.4	1.4	0.4	4.4	992876.0	1441421.79099
037_S_0627.nii	0.9	0.7	4.2	3.3	0.4	5.7	10.5	6.3	1.7	8.3	5.5	6.7	3.6	5.5	0.9	2.2	2.6	1.4	2.7	2.5	5.9	2.3	8.2	6.3	1.2	9.7	16.6	8.7	5.9	5.8	1.5	1.8	0.6	6.3	940919.0	1400039.33846
100_S_0006.nii	1.2	0.8	2.0	2.2	0.4	4.0	7.1	3.6	1.6	9.1	7.1	3.8	3.3	4.1	0.4	1.8	1.4	1.6	1.7	1.4	5.2	1.7	5.8	5.7	1.1	8.7	9.1	6.9	3.5	6.0	1.0	1.5	0.2	3.6	960397.0	1477571.0663
116_S_1232.nii	0.7	0.4	3.0	4.6	0.6	6.0	9.0	8.2	1.8	11.1	5.6	7.4	4.4	6.2	0.7	3.6	2.0	3.2	1.6	2.3	5.2	2.0	9.0	5.9	1.2	9.5	11.8	7.2	5.4	7.1	0.9	1.2	0.6	3.8	1014752.0	1245519.91304
141_S_0726.nii	2.3	1.0	3.6	3.9	1.0	7.2	8.8	7.3	1.9	11.5	6.3	7.1	4.4	6.8	0.7	2.8	3.1	2.1	2.3	3.5	6.6	2.4	11.6	6.9	1.2	13.3	14.8	10.3	6.1	7.3	0.9	2.2	0.7	7.4	998973.0	1620364.64446
