rh.aparc.curvind	rh_bankssts_curvind	rh_caudalanteriorcingulate_curvind	rh_caudalmiddlefrontal_curvind	rh_cuneus_curvind	rh_entorhinal_curvind	rh_fusiform_curvind	rh_inferiorparietal_curvind	rh_inferiortemporal_curvind	rh_isthmuscingulate_curvind	rh_lateraloccipital_curvind	rh_lateralorbitofrontal_curvind	rh_lingual_curvind	rh_medialorbitofrontal_curvind	rh_middletemporal_curvind	rh_parahippocampal_curvind	rh_paracentral_curvind	rh_parsopercularis_curvind	rh_parsorbitalis_curvind	rh_parstriangularis_curvind	rh_pericalcarine_curvind	rh_postcentral_curvind	rh_posteriorcingulate_curvind	rh_precentral_curvind	rh_precuneus_curvind	rh_rostralanteriorcingulate_curvind	rh_rostralmiddlefrontal_curvind	rh_superiorfrontal_curvind	rh_superiorparietal_curvind	rh_superiortemporal_curvind	rh_supramarginal_curvind	rh_frontalpole_curvind	rh_temporalpole_curvind	rh_transversetemporal_curvind	rh_insula_curvind	BrainSegVolNotVent	eTIV
141_S_0982.nii	0.7	0.9	3.3	4.2	0.4	5.2	8.0	4.8	1.8	10.4	4.5	7.4	4.5	4.8	0.6	2.6	1.0	2.3	2.6	2.9	6.2	2.2	8.0	6.4	1.1	12.6	14.6	7.5	4.4	4.6	1.1	1.0	0.6	6.3	1086557.0	1718144.48237
116_S_1083.nii	1.0	1.0	3.2	4.0	0.3	4.8	8.9	4.4	1.3	11.3	6.1	8.4	2.6	4.6	0.4	2.1	2.3	1.8	3.2	2.9	4.5	1.5	7.3	6.2	1.2	10.0	10.5	7.9	3.7	5.4	0.8	0.8	0.4	3.8	1033450.0	1473136.99344
037_S_0501.nii	1.3	0.7	3.4	5.8	0.8	7.5	9.1	8.5	2.6	16.6	8.8	9.7	4.9	6.9	0.6	3.1	2.3	2.2	2.7	3.7	6.3	2.1	9.3	9.2	1.6	13.6	13.6	8.3	6.7	7.4	1.0	1.4	0.7	6.7	974783.0	1526029.80123
023_S_0613.nii	0.7	0.9	3.1	2.8	0.7	4.6	7.9	5.5	1.5	10.0	6.2	6.0	3.0	5.5	0.6	1.9	2.2	1.8	1.9	2.3	6.4	1.5	7.0	5.1	0.7	10.7	9.3	5.8	4.6	5.5	0.7	0.9	0.4	6.1	906400.0	1407919.98088
041_S_1260.nii	1.0	0.6	3.8	4.1	0.9	5.6	8.1	6.3	2.0	11.6	5.8	7.4	4.1	6.2	0.4	3.4	2.0	1.9	4.0	3.6	5.1	1.5	8.6	7.5	1.5	13.9	23.2	10.4	6.0	6.7	0.8	1.6	0.5	8.0	1093410.0	1585134.90477
082_S_0928.nii	0.9	0.5	4.4	3.7	0.8	5.1	10.1	5.9	1.4	10.9	4.9	8.1	4.0	6.8	0.6	2.9	2.5	2.7	2.2	3.6	7.2	2.0	8.5	6.7	1.1	13.9	18.2	7.3	5.6	5.5	1.9	1.3	0.4	10.2	829544.0	1274787.31321
027_S_0403.nii	1.0	0.9	2.8	4.2	0.6	5.1	10.4	6.3	1.4	9.3	4.7	7.0	3.8	7.4	0.7	1.9	1.6	2.4	2.4	3.2	4.3	1.7	7.1	5.6	1.0	10.5	13.7	8.6	5.0	4.2	0.7	1.0	0.3	5.1	1063649.0	1603637.57529
009_S_0862.nii	1.0	0.9	5.3	3.9	0.7	5.7	13.0	9.0	2.2	13.8	8.7	8.4	5.5	8.0	0.9	3.5	3.0	3.9	3.8	2.7	8.0	1.9	12.6	8.5	1.5	14.6	19.1	12.8	6.5	7.1	1.4	1.4	1.3	7.1	975355.0	1479673.25079
037_S_0467.nii	0.9	0.9	2.7	4.5	0.8	4.2	10.6	6.2	1.7	10.8	4.9	7.4	3.8	4.7	0.4	2.0	1.5	1.4	2.0	3.8	6.8	1.8	8.8	6.2	1.4	12.1	8.7	7.4	3.5	4.8	1.0	0.8	0.5	4.4	1032648.0	1518768.51437
073_S_0089.nii	0.8	1.1	2.5	2.9	0.4	5.2	8.1	5.4	1.7	10.5	5.3	6.6	3.0	6.3	0.5	2.8	1.6	1.5	2.5	2.2	6.0	2.1	6.8	5.4	1.1	11.6	13.1	8.6	4.5	5.9	0.7	1.1	1.1	3.8	1078205.0	1569919.15149
100_S_1226.nii	0.4	1.4	2.6	3.9	0.4	4.6	5.7	3.0	1.3	8.6	5.6	6.9	2.6	4.9	0.6	2.7	1.9	1.1	1.9	3.6	7.5	1.5	10.8	5.0	0.8	9.5	13.6	6.2	3.0	5.0	0.9	1.3	0.5	5.4	1034935.0	1623327.58577
137_S_0825.nii	1.3	0.8	2.9	4.1	0.6	4.5	8.8	6.3	1.2	11.5	5.8	7.8	3.5	8.7	1.3	3.7	2.2	1.6	2.6	2.5	6.9	1.5	9.7	6.6	1.2	12.2	11.7	10.1	5.7	6.0	0.9	0.9	0.5	3.8	1121365.0	1880896.18975
022_S_0129.nii	0.7	0.7	3.2	4.1	1.4	5.5	9.0	6.4	1.9	10.5	4.8	7.5	3.9	6.7	0.7	2.2	2.6	1.5	1.9	2.8	4.8	2.6	7.1	6.4	1.0	11.3	12.2	8.2	5.0	6.4	1.0	1.0	0.5	6.8	901468.0	1375779.67523
123_S_0088.nii	0.9	0.7	3.7	2.6	0.6	5.7	8.1	4.2	2.4	9.4	4.0	5.9	3.7	5.9	0.8	2.3	1.4	2.1	2.3	2.5	7.1	2.3	10.3	6.0	1.3	12.1	14.1	9.6	5.7	7.9	1.9	0.7	3.6	4.1	1032898.0	1597359.90942
133_S_0493.nii	1.1	0.8	4.5	3.1	0.8	6.4	9.1	6.4	1.7	10.3	6.6	6.9	3.8	5.0	0.9	3.5	2.7	1.5	2.2	3.3	4.6	2.3	9.7	6.6	0.8	11.3	13.5	7.6	4.1	6.2	1.0	1.5	0.7	7.9	1150507.0	1742000.42175
098_S_0171.nii	0.7	1.2	3.3	2.4	0.5	3.7	6.6	3.2	1.2	7.5	4.8	4.7	2.3	3.1	0.3	2.2	1.2	0.9	1.5	1.5	4.3	1.4	5.1	5.2	1.1	7.4	8.5	6.0	2.1	3.4	1.1	1.0	0.2	2.1	910165.0	1428104.18431
029_S_0999.nii	1.0	1.4	6.6	3.1	0.9	4.9	9.8	7.4	1.8	9.3	5.3	6.4	4.0	4.2	0.9	2.4	2.3	1.4	2.0	2.6	6.0	2.5	9.2	5.8	1.4	14.0	17.1	8.2	5.2	6.3	1.5	1.5	0.4	6.6	955393.0	1440080.19597
136_S_0196.nii	0.8	0.9	4.1	2.8	0.5	4.0	6.5	6.0	1.7	8.6	6.1	6.8	4.3	5.0	0.6	1.9	1.8	1.7	2.2	3.0	5.2	2.4	8.6	5.7	1.7	9.7	14.2	7.3	5.0	5.4	1.1	0.9	0.5	5.2	936081.0	1440214.47155
013_S_1276.nii	1.3	0.9	3.2	2.5	1.0	5.5	7.2	5.3	1.7	10.8	5.1	6.7	3.3	4.6	0.7	2.1	2.1	1.2	2.4	2.5	7.1	1.2	7.4	6.4	0.7	9.2	9.4	8.1	4.8	6.8	0.8	1.2	0.4	4.9	917155.0	1460086.29381
011_S_0183.nii	0.9	0.9	3.0	2.9	0.8	5.0	7.9	4.6	1.9	8.5	4.6	6.3	3.8	4.7	0.5	2.8	1.7	1.2	1.9	2.3	5.1	1.0	7.3	6.2	0.8	11.0	15.8	7.7	3.5	4.8	1.0	1.3	0.2	5.2	983498.0	1541594.5006
006_S_0675.nii	0.7	0.7	2.3	2.6	0.9	3.8	8.1	5.5	1.0	10.7	4.8	5.2	4.0	6.5	0.7	2.1	2.4	1.1	2.3	2.1	4.9	1.7	6.0	6.4	1.1	8.9	13.0	8.1	4.7	6.9	0.5	2.9	0.4	3.6	824838.0	1285681.18687
033_S_0514.nii	0.9	0.9	2.0	3.9	0.4	3.8	7.1	5.4	1.5	8.3	5.3	7.2	4.8	4.4	0.4	2.7	1.7	1.3	2.4	6.2	5.6	1.2	6.3	7.0	1.0	10.3	10.6	8.7	4.4	5.9	1.0	1.2	0.3	5.1	1160528.0	1982354.91416
007_S_0414.nii	0.8	0.9	2.8	2.7	0.6	4.1	6.5	4.7	0.8	8.4	4.2	4.9	2.4	4.4	0.5	2.0	2.3	1.2	2.8	2.3	3.7	1.3	5.2	4.9	1.0	8.7	8.6	6.3	4.1	4.9	0.6	0.8	0.4	6.0	905318.0	1370700.54094
052_S_1346.nii	1.1	0.7	3.7	3.0	1.1	6.0	8.6	9.5	2.0	10.4	6.3	6.3	3.9	5.3	1.1	3.0	3.6	1.5	1.9	3.0	5.1	2.2	9.1	6.2	1.8	14.8	14.1	9.5	5.9	6.6	0.8	2.1	0.3	8.2	1204407.0	1856178.91856
023_S_1104.nii	0.8	0.5	6.4	3.4	1.5	7.3	8.7	8.7	1.3	8.9	7.0	7.3	4.0	5.9	0.9	2.5	2.7	2.4	3.4	2.8	9.5	1.9	11.5	5.7	1.0	16.9	17.7	8.0	4.9	6.5	1.8	1.2	0.8	5.9	931676.0	1291095.16214
011_S_1282.nii	0.8	0.9	4.1	2.9	0.6	4.0	7.5	6.3	1.8	10.2	5.7	6.5	5.4	4.3	0.6	2.7	2.2	2.2	3.2	2.3	5.4	1.2	7.8	6.5	1.1	11.6	14.0	8.1	4.4	6.5	1.1	1.5	0.5	4.5	871073.0	1359520.18474
027_S_0485.nii	0.8	2.7	2.5	2.9	0.8	4.9	9.1	4.1	2.3	8.0	7.2	6.6	3.7	6.5	0.5	2.8	1.6	2.6	2.3	2.8	6.2	1.3	7.9	7.2	1.0	10.6	9.5	8.9	4.4	5.0	1.5	1.8	0.5	4.9	1015308.0	1394500.26338
011_S_0021.nii	1.0	1.1	3.5	2.6	0.4	5.6	9.3	4.2	1.0	10.2	4.8	5.6	3.2	4.3	0.8	3.0	1.7	1.3	2.6	2.3	5.2	2.2	9.6	6.5	1.0	11.7	15.1	6.5	4.7	5.6	0.8	1.1	0.5	5.0	1003617.0	1489322.3319
099_S_0534.nii	1.4	0.8	2.9	4.0	0.6	5.2	8.8	7.8	1.8	12.6	6.3	6.7	2.6	6.8	0.6	3.2	2.4	2.1	2.9	2.5	6.6	2.4	9.5	7.1	1.2	12.6	13.4	8.8	6.9	8.1	1.1	1.1	0.5	6.5	1204317.0	1781939.83352
137_S_0301.nii	0.9	0.8	2.9	3.4	0.7	4.8	8.7	6.4	1.7	10.3	5.2	7.1	4.2	4.3	0.5	1.8	1.7	1.5	2.3	3.1	5.3	1.5	9.0	5.4	1.0	10.2	11.1	6.7	4.7	4.4	1.8	0.6	0.7	5.1	1054641.0	1464458.96375
035_S_0033.nii	1.0	0.7	4.2	3.4	1.4	6.6	11.2	8.7	2.2	11.8	7.5	6.6	5.1	7.3	0.5	3.3	2.7	1.7	3.2	3.0	8.0	2.7	10.5	8.9	1.0	14.1	19.8	10.4	5.2	8.2	1.0	1.5	0.5	3.9	1078178.0	1758134.92974
052_S_0952.nii	2.0	0.8	5.3	4.0	1.3	5.8	9.2	6.7	1.5	14.1	7.4	6.9	3.1	8.5	0.9	2.5	2.6	1.7	3.1	2.4	9.3	1.9	10.1	8.6	1.5	15.7	16.3	14.8	5.3	9.8	1.0	1.7	0.4	4.4	856085.0	1326287.15477
141_S_0852.nii	1.1	1.2	8.4	3.5	1.8	6.3	12.7	6.4	2.0	13.7	7.1	8.6	5.8	8.0	0.8	2.4	2.4	2.1	2.9	3.0	8.4	2.7	11.9	10.4	2.0	15.8	20.9	10.8	6.9	7.0	2.0	1.7	0.5	8.0	925696.0	1375117.13867
029_S_1218.nii	1.1	0.7	4.6	2.2	0.7	5.4	9.3	5.7	1.7	9.5	5.8	6.5	3.6	4.9	0.6	3.1	2.0	2.0	2.4	1.6	5.7	2.6	8.0	7.2	1.3	12.4	14.5	9.1	5.3	6.2	0.6	1.1	0.6	6.0	920496.0	1398046.07477
029_S_0824.nii	0.7	0.9	2.7	3.0	0.4	4.6	6.2	5.0	1.4	7.3	5.4	6.7	3.6	4.7	0.4	2.2	1.4	1.2	1.7	2.3	5.0	2.4	6.1	5.1	0.9	9.5	12.2	5.5	4.1	4.2	0.7	0.9	0.3	4.0	985849.0	1518686.51068
099_S_0291.nii	1.3	0.8	2.8	4.2	0.5	4.6	7.9	5.5	1.7	10.2	4.7	6.5	4.4	5.8	0.8	2.6	2.5	2.6	3.7	2.2	7.6	2.4	10.5	5.0	1.1	12.6	15.0	6.4	5.9	6.1	1.0	1.2	0.7	4.0	979255.0	1564936.16792
023_S_1289.nii	1.5	1.1	4.5	2.7	0.6	5.0	8.9	6.8	1.7	9.3	8.0	5.2	2.8	5.8	0.4	1.9	1.5	1.7	2.6	2.1	5.3	1.7	9.8	5.8	0.6	10.4	12.9	8.6	5.0	7.1	1.1	1.2	0.4	3.4	921423.0	1377859.63959
041_S_1368.nii	0.6	1.8	3.5	2.2	1.3	4.8	8.5	4.2	1.4	8.6	6.2	3.9	3.4	5.2	0.4	2.3	1.5	1.6	2.3	1.5	4.9	2.9	7.5	6.3	1.2	8.9	11.2	7.1	3.7	4.2	0.6	2.1	0.6	4.5	881447.0	1477418.51513
037_S_0150.nii	1.3	0.9	4.9	4.6	0.5	5.8	11.4	6.9	2.4	14.8	6.8	9.3	4.3	6.4	0.7	3.8	1.8	2.2	2.0	4.0	6.9	2.2	9.2	7.6	1.4	14.3	14.8	9.7	5.4	7.3	1.3	1.2	0.7	7.1	1126984.0	1662269.98583
005_S_0223.nii	1.2	0.8	3.8	2.4	1.0	5.0	7.1	6.5	1.4	10.3	4.2	5.3	3.2	6.5	0.4	2.1	2.0	1.5	2.7	2.0	5.6	2.1	8.2	6.1	1.1	11.7	16.0	8.2	4.8	5.6	0.7	1.6	0.2	5.7	969407.0	1442230.85056
002_S_0729.nii	0.8	1.5	3.6	3.2	0.9	4.6	7.5	4.1	0.9	7.7	4.7	6.0	2.6	3.3	0.7	3.0	1.9	1.1	1.6	2.5	5.7	2.0	8.8	5.5	0.6	11.2	13.0	8.5	3.1	4.8	0.6	0.8	0.4	5.2	911642.0	1271205.23773
022_S_0066.nii	0.9	0.8	2.8	2.7	0.4	6.0	8.7	6.3	1.1	10.7	5.9	7.1	4.1	4.8	0.6	2.0	1.4	1.5	2.2	2.5	5.3	1.9	9.1	6.0	1.1	9.0	14.5	8.4	3.7	4.6	0.8	1.0	0.5	3.8	856902.0	1251375.19096
023_S_0083.nii	0.5	0.9	4.3	3.6	1.3	5.3	8.5	5.8	1.5	12.1	5.9	7.3	3.7	5.9	0.9	2.2	1.5	1.9	2.0	2.6	5.2	1.6	8.3	5.7	1.0	12.9	13.9	8.1	3.8	4.5	1.2	1.0	0.4	7.0	963222.0	1528812.38883
133_S_0433.nii	0.8	0.8	3.6	3.5	0.7	5.1	8.5	5.8	2.3	10.0	5.8	7.2	3.5	6.0	0.5	1.7	2.0	2.1	1.9	2.7	6.1	1.7	7.4	6.4	0.9	12.6	10.4	6.6	3.6	4.6	0.5	1.2	0.3	6.2	871419.0	1267916.55816
067_S_0019.nii	0.8	1.1	2.6	3.1	0.4	4.1	6.5	4.2	1.2	8.6	6.6	4.8	3.3	4.1	0.5	1.4	2.5	2.0	3.0	2.1	3.2	1.6	5.5	6.1	1.3	11.1	11.0	6.9	3.8	4.9	1.4	0.7	0.4	7.1	961174.0	1426781.15007
128_S_1430.nii	0.7	0.5	5.1	3.8	0.6	4.3	7.3	5.0	1.7	9.8	4.9	6.9	3.6	5.1	0.8	3.3	2.1	1.4	3.0	2.6	7.0	0.9	8.6	7.2	1.0	12.3	17.2	8.9	5.0	6.5	1.6	1.4	0.4	8.4	798570.0	1222630.36832
137_S_0722.nii	1.1	1.3	5.0	4.7	0.4	5.8	9.4	7.5	1.7	15.4	6.1	9.7	3.9	7.1	0.8	3.2	2.7	1.9	2.9	4.1	6.9	2.9	10.3	8.3	1.1	14.0	16.5	8.5	6.0	7.5	1.6	1.0	0.6	9.7	1246086.0	1912037.26103
099_S_0051.nii	0.5	1.9	2.4	3.9	0.4	5.7	8.9	5.8	1.4	11.1	6.0	7.2	3.5	6.2	0.8	4.0	2.1	2.3	2.5	3.4	7.1	1.6	9.4	8.3	1.7	12.2	12.6	10.9	4.5	5.3	0.8	1.2	0.6	4.3	1115677.0	1626104.92656
128_S_0230.nii	1.4	0.9	3.5	3.2	0.8	5.1	12.5	8.0	1.9	12.1	8.5	8.0	7.0	7.0	0.7	2.4	2.3	2.5	2.1	3.6	7.1	2.4	8.3	7.8	1.6	13.4	13.2	9.2	6.8	7.1	1.1	1.3	0.4	5.7	1115108.0	1715790.16417
041_S_1391.nii	1.4	1.5	4.6	6.1	0.8	6.2	11.0	6.5	3.2	12.3	6.3	9.9	4.7	5.7	0.6	2.4	1.8	1.8	2.1	2.0	5.3	2.9	7.1	9.0	1.3	14.1	18.3	9.8	5.0	6.4	1.4	0.9	0.4	6.3	1111297.0	1856574.73521
131_S_0691.nii	0.5	1.6	3.0	3.2	0.6	4.9	5.6	6.0	1.6	10.2	6.3	6.1	4.0	4.2	0.5	2.5	1.4	1.8	2.4	3.4	9.2	0.7	7.3	5.7	1.6	13.5	10.1	7.7	4.3	5.9	0.7	1.5	0.3	3.7	938807.0	1525398.48989
018_S_0057.nii	0.7	2.3	3.5	3.3	0.9	5.3	8.7	6.7	3.2	13.9	7.3	5.5	4.5	6.1	0.6	2.7	2.9	1.5	3.7	2.3	5.8	1.8	7.5	9.1	1.7	17.6	20.3	7.3	5.0	4.9	1.3	1.6	0.4	7.3	1043420.0	1880684.92443
022_S_0544.nii	0.6	1.4	5.8	3.4	0.5	5.6	9.7	6.8	1.2	9.7	5.2	6.8	4.2	5.8	0.6	3.6	2.5	2.4	3.0	1.7	6.8	2.8	11.0	7.2	1.6	16.1	18.7	11.3	5.6	5.6	1.3	0.9	0.6	3.8	905923.0	1440483.73271
023_S_0217.nii	0.9	1.1	5.0	2.9	1.1	4.4	6.8	4.8	1.5	9.0	4.9	8.5	3.2	5.5	0.8	2.7	2.7	1.7	2.8	3.3	5.1	2.0	9.5	5.4	1.4	12.6	13.0	7.2	6.3	6.1	0.9	0.6	0.6	6.8	937556.0	1410414.88366
068_S_0442.nii	0.7	1.1	5.0	3.7	0.5	5.1	8.3	7.0	2.3	11.9	7.2	7.1	4.6	4.8	0.9	3.1	2.4	2.4	3.9	2.9	7.4	3.4	8.1	9.3	1.7	14.3	14.9	11.0	4.9	9.3	0.9	0.7	0.5	5.0	1116962.0	1699186.00105
133_S_0488.nii	0.5	1.4	3.2	3.6	1.0	4.3	7.5	3.9	1.8	10.0	5.2	7.6	4.2	4.7	0.5	2.6	1.9	1.6	3.5	2.4	6.9	1.8	9.0	5.7	1.2	11.0	12.0	7.5	5.0	4.2	0.8	1.3	0.3	7.8	1064960.0	1514346.49603
137_S_0668.nii	0.8	0.5	4.0	4.7	0.7	5.5	8.4	10.5	2.2	11.7	8.1	7.0	3.6	5.0	0.4	2.1	1.6	2.3	3.4	3.6	6.5	2.4	6.2	7.3	2.7	11.9	12.1	8.7	5.8	6.7	1.5	1.4	0.4	4.7	1022828.0	1525040.90269
002_S_0816.nii	1.0	0.7	2.9	2.8	0.4	5.1	7.4	6.1	1.3	9.5	5.0	6.5	3.5	6.3	0.7	2.5	1.4	1.4	1.8	3.0	6.2	2.0	8.3	5.6	1.2	9.7	11.8	7.2	4.1	6.9	1.1	0.8	0.5	3.8	1038484.0	1568687.63669
099_S_0060.nii	0.6	1.3	4.0	2.9	0.4	7.1	8.7	6.9	1.8	11.3	4.6	6.4	3.6	6.7	0.5	2.6	1.6	2.2	2.6	1.9	5.4	2.5	8.8	6.1	1.2	12.4	13.0	7.6	4.4	6.9	1.0	1.3	0.5	5.3	1080646.0	1630720.07454
068_S_0210.nii	0.9	0.6	2.4	2.8	0.6	3.9	6.6	4.1	1.3	7.6	4.0	6.6	3.1	4.5	0.3	1.7	2.0	1.7	2.5	1.9	5.4	1.5	6.1	5.5	0.5	9.5	11.8	6.7	4.3	6.1	0.7	0.9	0.5	5.7	975046.0	1398772.91842
036_S_0976.nii	0.9	0.8	3.6	3.0	0.6	5.3	8.6	5.7	1.3	10.9	7.0	4.5	4.3	5.0	0.6	2.5	2.9	1.8	3.3	2.3	6.7	1.9	9.6	7.0	1.1	12.5	13.7	8.6	5.6	6.6	1.3	1.1	0.7	4.3	882249.0	1419115.43419
141_S_1231.nii	0.8	0.9	6.4	3.9	0.7	5.2	7.3	6.8	2.2	8.8	7.5	6.0	4.0	5.4	0.5	2.9	3.4	2.2	4.0	2.5	5.5	2.1	12.1	5.5	1.4	14.1	13.9	7.4	6.7	5.5	1.0	0.9	0.6	13.7	932961.0	1554682.66432
002_S_0413.nii	0.9	1.1	3.8	4.1	0.5	4.3	7.0	4.7	1.7	10.7	4.8	6.4	4.4	5.5	0.4	2.7	2.0	1.5	1.8	3.6	5.5	1.8	7.3	5.8	0.4	9.9	9.9	7.9	4.4	5.6	0.9	0.8	0.5	3.1	1054512.0	1590910.625
116_S_0834.nii	1.2	0.7	3.1	3.6	0.5	5.7	8.6	5.8	1.7	12.3	5.0	7.6	4.3	5.2	0.6	3.3	1.9	1.4	2.3	3.1	8.5	3.4	8.4	7.1	0.5	11.7	12.2	8.8	5.4	7.6	1.0	1.0	0.6	5.2	1153697.0	1810128.85164
062_S_1099.nii	1.2	0.9	3.0	3.2	0.7	5.2	9.1	7.4	1.6	10.7	5.6	8.1	3.4	5.6	0.7	3.4	1.8	1.6	2.7	3.7	6.3	2.2	7.9	5.6	1.0	13.7	11.0	8.3	6.9	6.0	1.1	1.7	0.8	5.5	907785.0	1419886.68608
099_S_0880.nii	1.8	1.2	5.9	2.7	0.3	5.6	7.3	5.4	1.2	10.2	6.9	5.7	4.1	7.1	0.5	3.0	2.2	2.1	1.9	2.2	5.2	3.2	7.6	6.4	1.2	12.8	14.5	7.0	5.5	8.6	1.2	0.7	0.5	6.5	933388.0	1727209.67079
072_S_1380.nii	1.0	0.9	3.4	3.2	0.7	5.2	7.5	6.6	1.2	9.3	6.7	6.9	3.3	6.0	0.4	2.6	1.9	2.2	2.3	2.6	6.3	1.6	8.2	5.9	1.3	12.9	13.5	8.1	5.7	5.6	1.1	0.8	0.4	4.0	884392.0	1465075.9
062_S_0768.nii	1.2	1.2	4.3	3.1	0.9	5.5	10.6	6.1	3.3	11.9	6.9	8.0	2.9	4.9	0.5	1.9	2.5	1.6	2.7	2.8	6.7	2.1	8.6	7.9	1.5	11.7	12.5	8.4	5.6	7.7	0.9	1.0	0.5	6.4	1179163.0	1812106.54619
041_S_0314.nii	1.0	1.0	3.5	3.0	0.5	6.2	7.7	7.0	1.9	12.2	4.9	7.1	3.5	5.7	0.5	3.7	1.4	1.7	1.9	4.7	5.6	1.8	7.7	7.0	1.0	11.1	10.7	8.4	4.8	5.2	0.7	0.9	0.6	4.9	1146728.0	1746978.34848
021_S_0231.nii	1.4	1.2	4.6	3.9	1.1	7.0	12.1	5.8	1.9	14.6	6.9	8.1	4.7	6.7	0.7	3.4	2.2	1.9	2.3	3.9	7.9	2.1	11.6	7.7	1.2	15.4	17.4	10.3	6.8	7.5	0.7	1.0	0.8	6.2	1150863.0	1719871.883
116_S_0392.nii	0.9	0.5	2.8	2.8	0.4	4.5	8.8	4.9	1.4	10.2	6.2	5.1	2.7	5.6	0.5	2.2	2.2	1.3	2.2	1.8	4.6	0.9	6.7	6.4	1.0	10.8	10.3	7.7	4.5	6.0	0.8	0.9	0.4	4.0	896507.0	1454245.10408
130_S_0102.nii	0.7	0.9	4.1	3.5	0.7	5.0	7.6	5.0	1.8	10.2	5.5	7.6	2.4	4.6	0.6	2.5	2.1	1.6	3.4	3.1	5.1	1.7	9.0	6.5	1.0	13.6	13.3	9.1	5.0	6.5	1.0	1.8	0.4	8.0	994850.0	1453442.41985
128_S_1043.nii	1.1	1.6	3.6	3.2	1.0	5.4	7.8	6.7	1.5	11.2	6.8	5.5	4.4	5.4	0.6	3.5	1.9	2.1	2.1	2.8	6.5	2.2	9.5	6.2	2.1	12.0	11.8	8.1	4.8	7.0	1.1	1.0	0.5	5.8	1165368.0	1737808.50111
021_S_0647.nii	1.0	0.7	2.8	3.6	0.5	4.9	8.6	5.8	2.0	12.6	6.7	7.1	8.1	5.2	0.8	2.3	1.5	1.4	1.8	2.5	4.3	2.4	6.1	6.4	1.1	11.0	8.7	7.8	5.5	4.6	0.7	1.1	0.4	6.0	1067518.0	1519189.96384
005_S_0610.nii	0.8	1.5	3.0	3.0	0.6	4.1	7.6	4.5	1.1	12.3	6.2	8.1	3.6	5.3	0.5	2.0	1.5	1.2	2.1	1.9	4.1	2.2	6.8	4.6	1.6	11.1	12.6	5.9	5.4	5.8	0.5	1.2	0.4	5.8	948810.0	1540771.25564
027_S_1254.nii	0.6	1.5	3.1	3.5	0.5	4.2	7.2	6.4	2.2	10.7	6.9	6.3	4.3	5.6	0.5	2.1	1.4	1.9	2.6	3.4	5.6	2.3	8.1	8.0	1.6	14.2	15.3	8.4	3.6	6.6	1.1	1.5	0.3	6.4	1044401.0	1630294.00708
020_S_0213.nii	1.3	1.5	2.7	3.4	0.4	5.1	11.6	7.3	1.3	10.8	5.4	6.5	3.8	5.6	0.9	2.1	1.8	1.7	2.3	1.6	5.8	2.2	7.3	6.6	1.1	12.0	11.0	9.7	5.4	6.8	0.9	1.1	0.4	6.2	1066108.0	1621115.13982
941_S_1195.nii	0.7	1.1	6.1	3.3	1.5	6.0	10.1	7.1	2.2	11.6	10.2	7.2	4.3	8.2	0.7	2.7	3.1	2.4	4.1	3.5	6.4	2.4	9.7	9.5	0.9	16.0	21.6	8.1	7.2	6.9	1.3	0.8	0.6	8.8	1056414.0	1668515.79948
057_S_1371.nii	0.5	1.4	5.9	4.1	1.1	6.5	7.8	8.6	1.8	10.2	8.4	7.0	5.6	5.8	0.5	2.7	2.5	3.0	4.0	3.0	6.2	3.0	10.8	7.8	0.8	15.9	20.9	8.5	6.7	8.2	0.8	1.4	0.6	5.1	1016035.0	1532933.3764
129_S_1204.nii	1.1	1.3	3.4	5.8	0.4	8.2	12.4	9.5	2.5	15.9	6.7	9.1	3.9	7.9	0.5	2.8	2.7	2.4	2.5	2.8	8.1	1.7	8.7	9.8	1.8	15.9	15.9	12.6	5.1	8.2	1.0	1.0	0.5	6.1	1005360.0	1606138.86362
136_S_0195.nii	0.4	0.6	4.2	2.2	0.8	4.0	6.2	6.0	1.2	9.5	4.3	5.1	3.0	5.6	0.7	1.6	2.2	1.2	2.9	2.1	5.5	2.4	7.6	4.6	0.9	10.9	15.5	5.1	3.9	5.9	0.9	1.6	0.4	6.6	934679.0	1500561.04517
130_S_0969.nii	1.1	0.9	3.6	2.9	0.6	4.8	7.7	6.7	1.3	9.6	4.4	5.3	2.7	5.4	0.4	2.3	1.4	1.7	1.7	2.5	5.3	2.7	7.6	5.6	0.9	12.7	15.2	7.6	4.7	6.0	0.9	0.7	0.3	3.2	1066663.0	1473920.77166
009_S_1199.nii	1.2	1.6	4.5	3.9	1.3	7.3	10.6	7.3	1.7	12.1	6.5	9.5	4.6	8.4	0.8	2.5	3.0	1.8	4.0	3.5	6.4	2.4	8.3	9.2	1.7	10.9	12.5	11.0	7.1	8.2	1.6	1.3	0.7	8.9	1208122.0	1690325.64122
114_S_1106.nii	0.9	1.2	2.1	2.6	0.7	3.7	5.3	4.0	1.6	8.9	4.2	5.6	3.4	3.8	0.4	1.7	1.8	1.5	1.9	2.6	4.7	1.6	6.4	5.8	1.5	8.7	12.3	7.6	5.5	4.6	0.8	0.9	0.4	4.9	960072.0	1463796.78558
007_S_1206.nii	0.8	0.8	3.5	3.4	0.9	6.8	8.3	7.6	1.5	9.9	8.0	7.0	4.1	6.1	0.6	2.7	2.8	1.9	2.8	3.3	5.9	2.4	9.5	5.8	1.5	10.6	13.2	7.6	5.2	6.0	1.3	1.0	0.4	5.6	1190273.0	1748683.96598
